t,total_topples_at_t,unique_topples_at_t,edge_loss,average_height,cum_topples
1,0,0,0,0.00015625,0
2,0,0,0,0.0003125,0
3,0,0,0,0.00046875,0
4,1,1,0,0.000625,1
5,1,0,0,0.00078125,1
6,1,0,0,0.0009375,1
7,1,0,0,0.00109375,1
8,2,1,0,0.00125,2
9,2,0,0,0.00140625,2
10,2,0,0,0.0015625,2
11,2,0,0,0.00171875,2
12,3,1,0,0.001875,3
13,3,0,0,0.00203125,3
14,3,0,0,0.0021875,3
15,3,0,0,0.00234375,3
16,9,5,0,0.0025,9
17,9,0,0,0.00265625,9
18,9,0,0,0.0028125,9
19,9,0,0,0.00296875,9
20,10,1,0,0.003125,10
21,10,0,0,0.00328125,10
22,10,0,0,0.0034375,10
23,10,0,0,0.00359375,10
24,11,1,0,0.00375,11
25,11,0,0,0.00390625,11
26,11,0,0,0.0040625,11
27,11,0,0,0.00421875,11
28,21,9,0,0.004375,21
29,21,0,0,0.00453125,21
30,21,0,0,0.0046875,21
31,21,0,0,0.00484375,21
32,27,5,0,0.005,27
33,27,0,0,0.00515625,27
34,27,0,0,0.0053125,27
35,27,0,0,0.00546875,27
36,28,1,0,0.005625,28
37,28,0,0,0.00578125,28
38,28,0,0,0.0059375,28
39,28,0,0,0.00609375,28
40,29,1,0,0.00625,29
41,29,0,0,0.00640625,29
42,29,0,0,0.0065625,29
43,29,0,0,0.00671875,29
44,48,13,0,0.006875,48
45,48,0,0,0.00703125,48
46,48,0,0,0.0071875,48
47,48,0,0,0.00734375,48
48,49,1,0,0.0075,49
49,49,0,0,0.00765625,49
50,49,0,0,0.0078125,49
51,49,0,0,0.00796875,49
52,50,1,0,0.008125,50
53,50,0,0,0.00828125,50
54,50,0,0,0.0084375,50
55,50,0,0,0.00859375,50
56,81,21,0,0.00875,81
57,81,0,0,0.00890625,81
58,81,0,0,0.0090625,81
59,81,0,0,0.00921875,81
60,87,5,0,0.009375,87
61,87,0,0,0.00953125,87
62,87,0,0,0.0096875,87
63,87,0,0,0.00984375,87
64,88,1,0,0.01,88
65,88,0,0,0.01015625,88
66,88,0,0,0.0103125,88
67,88,0,0,0.01046875,88
68,89,1,0,0.010625,89
69,89,0,0,0.01078125,89
70,89,0,0,0.0109375,89
71,89,0,0,0.01109375,89
72,99,9,0,0.01125,99
73,99,0,0,0.01140625,99
74,99,0,0,0.0115625,99
75,99,0,0,0.01171875,99
76,130,25,0,0.011875,130
77,130,0,0,0.01203125,130
78,130,0,0,0.0121875,130
79,130,0,0,0.01234375,130
80,131,1,0,0.0125,131
81,131,0,0,0.01265625,131
82,131,0,0,0.0128125,131
83,131,0,0,0.01296875,131
84,132,1,0,0.013125,132
85,132,0,0,0.01328125,132
86,132,0,0,0.0134375,132
87,132,0,0,0.01359375,132
88,184,33,0,0.01375,184
89,184,0,0,0.01390625,184
90,184,0,0,0.0140625,184
91,184,0,0,0.01421875,184
92,185,1,0,0.014375,185
93,185,0,0,0.01453125,185
94,185,0,0,0.0146875,185
95,185,0,0,0.01484375,185
96,186,1,0,0.015,186
97,186,0,0,0.01515625,186
98,186,0,0,0.0153125,186
99,186,0,0,0.01546875,186
100,225,29,0,0.015625,225
101,225,0,0,0.01578125,225
102,225,0,0,0.0159375,225
103,225,0,0,0.01609375,225
104,231,5,0,0.01625,231
105,231,0,0,0.01640625,231
106,231,0,0,0.0165625,231
107,231,0,0,0.01671875,231
108,232,1,0,0.016875,232
109,232,0,0,0.01703125,232
110,232,0,0,0.0171875,232
111,232,0,0,0.01734375,232
112,233,1,0,0.0175,233
113,233,0,0,0.01765625,233
114,233,0,0,0.0178125,233
115,233,0,0,0.01796875,233
116,264,21,0,0.018125,264
117,264,0,0,0.01828125,264
118,264,0,0,0.0184375,264
119,264,0,0,0.01859375,264
120,274,9,0,0.01875,274
121,274,0,0,0.01890625,274
122,274,0,0,0.0190625,274
123,274,0,0,0.01921875,274
124,275,1,0,0.019375,275
125,275,0,0,0.01953125,275
126,275,0,0,0.0196875,275
127,275,0,0,0.01984375,275
128,342,45,0,0.02,342
129,342,0,0,0.02015625,342
130,342,0,0,0.0203125,342
131,342,0,0,0.02046875,342
132,361,13,0,0.020625,361
133,361,0,0,0.02078125,361
134,361,0,0,0.0209375,361
135,361,0,0,0.02109375,361
136,362,1,0,0.02125,362
137,362,0,0,0.02140625,362
138,362,0,0,0.0215625,362
139,362,0,0,0.02171875,362
140,363,1,0,0.021875,363
141,363,0,0,0.02203125,363
142,363,0,0,0.0221875,363
143,363,0,0,0.02234375,363
144,418,45,0,0.0225,418
145,418,0,0,0.02265625,418
146,418,0,0,0.0228125,418
147,418,0,0,0.02296875,418
148,424,5,0,0.023125,424
149,424,0,0,0.02328125,424
150,424,0,0,0.0234375,424
151,424,0,0,0.02359375,424
152,425,1,0,0.02375,425
153,425,0,0,0.02390625,425
154,425,0,0,0.0240625,425
155,425,0,0,0.02421875,425
156,426,1,0,0.024375,426
157,426,0,0,0.02453125,426
158,426,0,0,0.0246875,426
159,426,0,0,0.02484375,426
160,510,49,0,0.025,510
161,510,0,0,0.02515625,510
162,510,0,0,0.0253125,510
163,510,0,0,0.02546875,510
164,537,21,0,0.025625,537
165,537,0,0,0.02578125,537
166,537,0,0,0.0259375,537
167,537,0,0,0.02609375,537
168,538,1,0,0.02625,538
169,538,0,0,0.02640625,538
170,538,0,0,0.0265625,538
171,538,0,0,0.02671875,538
172,539,1,0,0.026875,539
173,539,0,0,0.02703125,539
174,539,0,0,0.0271875,539
175,539,0,0,0.02734375,539
176,672,69,0,0.0275,672
177,672,0,0,0.02765625,672
178,672,0,0,0.0278125,672
179,672,0,0,0.02796875,672
180,673,1,0,0.028125,673
181,673,0,0,0.02828125,673
182,673,0,0,0.0284375,673
183,673,0,0,0.02859375,673
184,674,1,0,0.02875,674
185,674,0,0,0.02890625,674
186,674,0,0,0.0290625,674
187,674,0,0,0.02921875,674
188,750,41,0,0.029375,750
189,750,0,0,0.02953125,750
190,750,0,0,0.0296875,750
191,750,0,0,0.02984375,750
192,756,5,0,0.03,756
193,756,0,0,0.03015625,756
194,756,0,0,0.0303125,756
195,756,0,0,0.03046875,756
196,757,1,0,0.030625,757
197,757,0,0,0.03078125,757
198,757,0,0,0.0309375,757
199,757,0,0,0.03109375,757
200,758,1,0,0.03125,758
201,758,0,0,0.03140625,758
202,758,0,0,0.0315625,758
203,758,0,0,0.03171875,758
204,837,69,0,0.031875,837
205,837,0,0,0.03203125,837
206,837,0,0,0.0321875,837
207,837,0,0,0.03234375,837
208,949,69,0,0.0325,949
209,949,0,0,0.03265625,949
210,949,0,0,0.0328125,949
211,949,0,0,0.03296875,949
212,950,1,0,0.033125,950
213,950,0,0,0.03328125,950
214,950,0,0,0.0334375,950
215,950,0,0,0.03359375,950
216,993,33,0,0.03375,993
217,993,0,0,0.03390625,993
218,993,0,0,0.0340625,993
219,993,0,0,0.03421875,993
220,999,5,0,0.034375,999
221,999,0,0,0.03453125,999
222,999,0,0,0.0346875,999
223,999,0,0,0.03484375,999
224,1000,1,0,0.035,1000
225,1000,0,0,0.03515625,1000
226,1000,0,0,0.0353125,1000
227,1000,0,0,0.03546875,1000
228,1001,1,0,0.035625,1001
229,1001,0,0,0.03578125,1001
230,1001,0,0,0.0359375,1001
231,1001,0,0,0.03609375,1001
232,1064,53,0,0.03625,1064
233,1064,0,0,0.03640625,1064
234,1064,0,0,0.0365625,1064
235,1064,0,0,0.03671875,1064
236,1070,5,0,0.036875,1070
237,1070,0,0,0.03703125,1070
